Date	USGG10YR Index	GDBR10 Index	GUKG10 Index
27-Oct-1992	6.759	7.34	8.207
03-Nov-1992	6.855	7.325	8.24
10-Nov-1992	6.892	7.291	8.032
17-Nov-1992	6.847	7.364	8.343
24-Nov-1992	6.798	7.279	8.359
01-Dec-1992	6.917	7.357	8.52
08-Dec-1992	6.714	7.352	8.392
15-Dec-1992	6.81	7.35	8.426
22-Dec-1992	6.63	7.217	8.371
29-Dec-1992	6.675	7.195	8.311
05-Jan-1993	6.586	7.184	8.332
12-Jan-1993	6.699	7.144	8.457
19-Jan-1993	6.569	7.106	8.438
26-Jan-1993	6.476	7.158	8.176
02-Feb-1993	6.432	7.039	7.983
09-Feb-1993	6.384	7.016	8.038
16-Feb-1993	6.401	6.969	7.892
23-Feb-1993	5.968	6.777	7.785
02-Mar-1993	5.946	6.67	7.678
09-Mar-1993	5.903	6.558	7.555
16-Mar-1993	6.053	6.618	7.678
23-Mar-1993	5.902	6.707	7.674
30-Mar-1993	6.01	6.668	7.78
06-Apr-1993	6.072	6.685	7.731
13-Apr-1993	5.925	6.556	7.642
20-Apr-1993	5.861	6.591	7.855
27-Apr-1993	6.012	6.722	7.891
04-May-1993	5.906	6.787	8.067
11-May-1993	5.876	6.787	8.112
18-May-1993	6.129	6.803	8.112
25-May-1993	6.151	6.852	8.07
01-Jun-1993	6.056	6.895	8.093
08-Jun-1993	6.073	6.9	8.027
15-Jun-1993	5.936	6.791	7.917
22-Jun-1993	5.893	6.723	7.78
29-Jun-1993	5.766	6.646	7.671
06-Jul-1993	5.783	6.722	7.537
13-Jul-1993	5.753	6.565	7.505
20-Jul-1993	5.727	6.567	7.429
27-Jul-1993	5.899	6.564	7.534
03-Aug-1993	5.81	6.492	7.234
10-Aug-1993	5.8	6.412	7.022
17-Aug-1993	5.729	6.406	6.83
24-Aug-1993	5.585	6.388	6.981
31-Aug-1993	5.476	6.252	6.797
07-Sep-1993	5.222	6.137	6.796
14-Sep-1993	5.361	6.127	6.853
21-Sep-1993	5.462	6.08	7.04
28-Sep-1993	5.271	6.062	6.936
05-Oct-1993	5.335	6.036	6.861
12-Oct-1993	5.25	5.956	6.809
19-Oct-1993	5.253	5.88	6.808
26-Oct-1993	5.411	5.886	6.751
02-Nov-1993	5.604	5.859	6.874
09-Nov-1993	5.617	5.89	6.842
16-Nov-1993	5.633	5.833	6.754
23-Nov-1993	5.794	5.883	6.748
30-Nov-1993	5.798	5.866	6.644
07-Dec-1993	5.684	5.929	6.432
14-Dec-1993	5.79	5.819	6.322
21-Dec-1993	5.816	5.801	6.228
28-Dec-1993	5.68	5.771	6.168
04-Jan-1994	5.847	5.712	6.207
11-Jan-1994	5.625	5.712	6.257
18-Jan-1994	5.702	5.807	6.275
25-Jan-1994	5.732	5.84	6.198
01-Feb-1994	5.724	5.78	6.268
08-Feb-1994	5.963	5.935	6.518
15-Feb-1994	5.927	5.896	6.579
22-Feb-1994	6.1	6.088	6.801
01-Mar-1994	6.279	6.248	7.092
08-Mar-1994	6.371	6.198	6.982
15-Mar-1994	6.464	6.156	7.05
22-Mar-1994	6.433	6.337	7.293
29-Mar-1994	6.703	6.294	7.81
05-Apr-1994	6.962	6.379	7.552
12-Apr-1994	6.857	6.216	7.536
19-Apr-1994	7.087	6.542	7.769
26-Apr-1994	6.841	6.644	7.756
03-May-1994	7.114	6.575	7.947
10-May-1994	7.312	6.632	8.287
17-May-1994	7.041	6.537	7.973
24-May-1994	7.167	6.651	8.092
31-May-1994	7.168	6.938	8.657
07-Jun-1994	6.937	6.995	8.484
14-Jun-1994	6.989	7.094	8.521
21-Jun-1994	7.2	7.295	8.775
28-Jun-1994	7.24	6.96	8.495
05-Jul-1994	7.299	7.093	8.602
12-Jul-1994	7.413	6.841	8.247
19-Jul-1994	7.129	6.732	8.147
26-Jul-1994	7.259	6.796	8.275
02-Aug-1994	7.088	6.801	8.356
09-Aug-1994	7.309	6.987	8.447
16-Aug-1994	7.191	7.195	8.58
23-Aug-1994	7.291	7.299	8.643
30-Aug-1994	7.214	7.188	8.504
06-Sep-1994	7.263	7.428	8.74
13-Sep-1994	7.43	7.584	8.701
20-Sep-1994	7.521	7.716	9.048
27-Sep-1994	7.595	7.591	8.925
04-Oct-1994	7.684	7.705	8.86
11-Oct-1994	7.638	7.6	8.661
18-Oct-1994	7.625	7.33	8.546
25-Oct-1994	7.865	7.617	8.862
01-Nov-1994	7.9	7.618	8.677
08-Nov-1994	7.992	7.652	8.72
15-Nov-1994	7.916	7.453	8.578
22-Nov-1994	7.999	7.496	8.519
29-Nov-1994	7.962	7.351	8.48
06-Dec-1994	7.723	7.336	8.604
13-Dec-1994	7.827	7.505	8.576
20-Dec-1994	7.808	7.505	8.506
27-Dec-1994	7.753	7.479	8.477
03-Jan-1995	7.876	7.635	8.76
10-Jan-1995	7.834	7.702	8.706
17-Jan-1995	7.692	7.515	8.616
24-Jan-1995	7.852	7.579	8.725
31-Jan-1995	7.595	7.433	8.544
07-Feb-1995	7.513	7.357	8.46
14-Feb-1995	7.508	7.44	8.726
21-Feb-1995	7.427	7.432	8.699
28-Feb-1995	7.217	7.32	8.618
07-Mar-1995	7.44	7.399	8.801
14-Mar-1995	7.085	7.341	8.529
21-Mar-1995	7.154	7.12	8.412
28-Mar-1995	7.149	7.141	8.462
04-Apr-1995	7.113	7.038	8.391
11-Apr-1995	7.081	7.125	8.445
18-Apr-1995	7.028	7.057	8.307
25-Apr-1995	6.997	7.047	8.388
02-May-1995	7.031	7.054	8.424
09-May-1995	6.591	6.916	8.245
16-May-1995	6.569	6.859	8.134
23-May-1995	6.593	6.823	8.049
30-May-1995	6.328	6.667	7.875
06-Jun-1995	6.073	6.509	7.694
13-Jun-1995	6.13	6.772	8.003
20-Jun-1995	6.147	6.688	8.102
27-Jun-1995	6.134	6.82	8.401
04-Jul-1995	6.2	6.899	8.378
11-Jul-1995	6.078	6.724	8.1
18-Jul-1995	6.234	6.773	8.224
25-Jul-1995	6.413	6.777	8.273
01-Aug-1995	6.487	6.759	8.227
08-Aug-1995	6.453	6.667	8.027
15-Aug-1995	6.602	6.778	8.253
22-Aug-1995	6.571	6.689	8.061
29-Aug-1995	6.387	6.673	8.06
05-Sep-1995	6.169	6.615	7.918
12-Sep-1995	6.151	6.589	7.839
19-Sep-1995	6.13	6.47	7.864
26-Sep-1995	6.269	6.548	7.991
03-Oct-1995	6.116	6.574	8.013
10-Oct-1995	6.057	6.56	8.147
17-Oct-1995	5.953	6.54	8.142
24-Oct-1995	6.01	6.537	8.224
31-Oct-1995	6.009	6.454	7.946
07-Nov-1995	5.976	6.395	7.883
14-Nov-1995	5.954	6.313	7.824
21-Nov-1995	5.937	6.343	7.765
28-Nov-1995	5.903	6.227	7.624
05-Dec-1995	5.643	6.051	7.488
12-Dec-1995	5.717	6.081	7.441
19-Dec-1995	5.799	6.093	7.538
26-Dec-1995	5.683	6.088	7.533
02-Jan-1996	5.591	5.966	7.457
09-Jan-1996	5.69	5.949	7.469
16-Jan-1996	5.652	5.842	7.321
23-Jan-1996	5.648	5.87	7.341
30-Jan-1996	5.618	5.921	7.434
06-Feb-1996	5.659	6.08	7.656
13-Feb-1996	5.58	6.069	7.579
20-Feb-1996	6.015	6.324	7.863
27-Feb-1996	6.072	6.427	7.916
05-Mar-1996	5.958	6.254	7.808
12-Mar-1996	6.351	6.539	8.19
19-Mar-1996	6.4	6.529	8.132
26-Mar-1996	6.241	6.414	8.123
02-Apr-1996	6.247	6.368	8.06
09-Apr-1996	6.557	6.47	8.116
16-Apr-1996	6.472	6.424	8.026
23-Apr-1996	6.505	6.323	7.995
30-Apr-1996	6.643	6.334	8.027
07-May-1996	6.854	6.538	8.24
14-May-1996	6.609	6.444	7.993
21-May-1996	6.578	6.39	8.021
28-May-1996	6.598	6.393	8.043
04-Jun-1996	6.849	6.495	8.028
11-Jun-1996	6.981	6.574	8.034
18-Jun-1996	6.919	6.66	8.099
25-Jun-1996	6.897	6.572	7.994
02-Jul-1996	6.787	6.515	7.907
09-Jul-1996	7.004	6.591	7.921
16-Jul-1996	6.835	6.547	7.958
23-Jul-1996	6.791	6.4	7.926
30-Jul-1996	6.871	6.417	7.904
06-Aug-1996	6.533	6.287	7.768
13-Aug-1996	6.558	6.273	7.782
20-Aug-1996	6.574	6.244	7.777
27-Aug-1996	6.763	6.366	7.874
03-Sep-1996	6.903	6.417	7.915
10-Sep-1996	6.924	6.303	7.87
17-Sep-1996	6.792	6.177	7.729
24-Sep-1996	6.757	6.173	7.816
01-Oct-1996	6.635	6.076	7.612
08-Oct-1996	6.523	6.027	7.412
15-Oct-1996	6.643	5.976	7.408
22-Oct-1996	6.574	5.976	7.523
29-Oct-1996	6.406	6.052	7.56
05-Nov-1996	6.278	6.002	7.619
12-Nov-1996	6.177	5.861	7.605
19-Nov-1996	6.159	5.795	7.489
26-Nov-1996	6.121	5.789	7.44
03-Dec-1996	6.057	5.581	7.344
10-Dec-1996	6.208	5.756	7.491
17-Dec-1996	6.404	5.857	7.672
24-Dec-1996	6.335	5.812	7.504
31-Dec-1996	6.417	5.768	7.508
07-Jan-1997	6.56	5.954	7.736
14-Jan-1997	6.516	5.801	7.544
21-Jan-1997	6.508	5.712	7.421
28-Jan-1997	6.627	5.804	7.453
04-Feb-1997	6.433	5.691	7.246
11-Feb-1997	6.411	5.578	7.13
18-Feb-1997	6.285	5.451	7.086
25-Feb-1997	6.415	5.528	7.156
04-Mar-1997	6.59	5.523	7.217
11-Mar-1997	6.564	5.623	7.266
18-Mar-1997	6.719	5.894	7.461
25-Mar-1997	6.756	5.869	7.571
01-Apr-1997	6.887	6.001	7.72
08-Apr-1997	6.897	5.899	7.613
15-Apr-1997	6.879	5.896	7.53
22-Apr-1997	6.839	5.877	7.581
29-Apr-1997	6.763	5.883	7.554
06-May-1997	6.66	5.766	7.088
13-May-1997	6.696	5.704	6.991
20-May-1997	6.687	5.787	7.092
27-May-1997	6.769	5.923	7.211
03-Jun-1997	6.617	5.871	7.082
10-Jun-1997	6.556	5.784	7.116
17-Jun-1997	6.414	5.692	7.064
24-Jun-1997	6.405	5.739	7.136
01-Jul-1997	6.439	5.708	7.017
08-Jul-1997	6.26	5.55	7.029
15-Jul-1997	6.247	5.606	7.101
22-Jul-1997	6.145	5.539	7.007
29-Jul-1997	6.094	5.527	6.972
05-Aug-1997	6.224	5.655	7.091
12-Aug-1997	6.403	5.644	7.039
19-Aug-1997	6.249	5.603	7.009
26-Aug-1997	6.425	5.712	7.069
02-Sep-1997	6.297	5.678	7.017
09-Sep-1997	6.327	5.656	6.97
16-Sep-1997	6.096	5.618	6.696
23-Sep-1997	6.083	5.533	6.645
30-Sep-1997	6.108	5.523	6.442
07-Oct-1997	5.927	5.406	6.304
14-Oct-1997	6.062	5.552	6.416
21-Oct-1997	6.13	5.665	6.601
28-Oct-1997	5.968	5.597	6.596
04-Nov-1997	5.943	5.595	6.565
11-Nov-1997	5.896	5.607	6.667
18-Nov-1997	5.837	5.543	6.659
25-Nov-1997	5.841	5.499	6.51
02-Dec-1997	5.849	5.425	6.468
09-Dec-1997	5.938	5.385	6.409
16-Dec-1997	5.764	5.278	6.28
23-Dec-1997	5.718	5.223	6.216
30-Dec-1997	5.789	5.302	6.333
06-Jan-1998	5.481	5.188	6.092
13-Jan-1998	5.402	5.071	5.978
20-Jan-1998	5.55	5.053	6.068
27-Jan-1998	5.687	5.076	6.078
03-Feb-1998	5.548	5.072	6.064
10-Feb-1998	5.631	5.079	6.017
17-Feb-1998	5.504	4.913	5.912
24-Feb-1998	5.747	4.931	6.038
03-Mar-1998	5.765	4.932	6.094
10-Mar-1998	5.66	4.912	5.974
17-Mar-1998	5.551	4.842	5.925
24-Mar-1998	5.568	4.858	5.901
31-Mar-1998	5.668	4.922	5.898
07-Apr-1998	5.522	4.852	5.771
14-Apr-1998	5.622	4.856	5.746
21-Apr-1998	5.677	4.893	5.782
28-Apr-1998	5.796	5.01	5.894
05-May-1998	5.69	4.965	5.815
12-May-1998	5.699	5.036	5.894
19-May-1998	5.673	4.984	5.927
26-May-1998	5.588	4.891	5.763
02-Jun-1998	5.552	4.846	5.68
09-Jun-1998	5.576	4.854	5.77
16-Jun-1998	5.432	4.769	5.744
23-Jun-1998	5.44	4.768	5.854
30-Jun-1998	5.436	4.778	5.853
07-Jul-1998	5.407	4.702	5.824
14-Jul-1998	5.476	4.693	5.802
21-Jul-1998	5.439	4.679	5.859
28-Jul-1998	5.484	4.676	5.828
04-Aug-1998	5.426	4.593	5.691
11-Aug-1998	5.364	4.499	5.564
18-Aug-1998	5.405	4.423	5.586
25-Aug-1998	5.237	4.203	5.439
01-Sep-1998	5.043	4.218	5.382
08-Sep-1998	5.034	4.241	5.328
15-Sep-1998	4.878	3.977	5.096
22-Sep-1998	4.716	3.931	4.945
29-Sep-1998	4.567	3.941	4.92
06-Oct-1998	4.219	3.79	4.685
13-Oct-1998	4.724	4.13	5.147
20-Oct-1998	4.528	4.071	5.061
27-Oct-1998	4.596	4.126	5.052
03-Nov-1998	4.748	4.164	4.974
10-Nov-1998	4.894	4.17	4.987
17-Nov-1998	4.928	4.136	4.902
24-Nov-1998	4.891	4.02	4.838
01-Dec-1998	4.661	3.94	4.64
08-Dec-1998	4.597	3.872	4.574
15-Dec-1998	4.625	3.826	4.46
22-Dec-1998	4.7	3.904	4.506
29-Dec-1998	4.703	3.911	4.407
05-Jan-1999	4.735	3.767	4.325
12-Jan-1999	4.811	3.826	4.359
19-Jan-1999	4.703	3.672	4.294
26-Jan-1999	4.69	3.662	4.178
02-Feb-1999	4.787	3.683	4.195
09-Feb-1999	4.901	3.796	4.332
16-Feb-1999	5.029	3.88	4.502
23-Feb-1999	5.083	3.846	4.396
02-Mar-1999	5.346	4.076	4.713
09-Mar-1999	5.177	4.074	4.764
16-Mar-1999	5.102	4.011	4.587
23-Mar-1999	5.191	4.001	4.599
30-Mar-1999	5.191	4.046	4.618
06-Apr-1999	5.124	3.941	4.409
13-Apr-1999	5.104	3.809	4.415
20-Apr-1999	5.142	3.835	4.451
27-Apr-1999	5.211	3.859	4.568
04-May-1999	5.412	3.889	4.717
11-May-1999	5.585	4.036	4.762
18-May-1999	5.735	4.121	4.835
25-May-1999	5.562	4.006	4.743
01-Jun-1999	5.764	4.173	4.895
08-Jun-1999	5.819	4.214	4.956
15-Jun-1999	5.961	4.3	4.972
22-Jun-1999	5.931	4.354	5.09
29-Jun-1999	5.923	4.56	5.101
06-Jul-1999	5.868	4.68	5.186
13-Jul-1999	5.694	4.655	5.153
20-Jul-1999	5.635	4.71	5.218
27-Jul-1999	5.801	4.637	5.21
03-Aug-1999	5.948	4.93	5.303
10-Aug-1999	6.151	5.032	5.372
17-Aug-1999	5.941	4.918	5.292
24-Aug-1999	5.89	4.808	5.165
31-Aug-1999	6.035	4.924	5.178
07-Sep-1999	5.942	4.943	5.404
14-Sep-1999	5.95	5.087	5.584
21-Sep-1999	5.925	5.116	5.59
28-Sep-1999	5.874	5.056	5.644
05-Oct-1999	6.026	5.169	5.682
12-Oct-1999	6.06	5.289	5.742
19-Oct-1999	6.168	5.425	5.733
26-Oct-1999	6.229	5.437	5.767
02-Nov-1999	6.026	5.135	5.283
09-Nov-1999	5.95	4.931	5.134
16-Nov-1999	5.954	4.868	4.973
23-Nov-1999	6.079	5.066	5.169
30-Nov-1999	6.166	5.181	5.218
07-Dec-1999	6.105	5.031	5.238
14-Dec-1999	6.206	5.06	5.167
21-Dec-1999	6.361	5.253	5.322
28-Dec-1999	6.42	5.287	5.402
04-Jan-2000	6.493	5.521	5.655
11-Jan-2000	6.668	5.491	5.709
18-Jan-2000	6.747	5.606	5.86
25-Jan-2000	6.688	5.524	5.7
01-Feb-2000	6.621	5.505	5.585
08-Feb-2000	6.604	5.516	5.612
15-Feb-2000	6.648	5.563	5.586
22-Feb-2000	6.465	5.464	5.425
29-Feb-2000	6.543	5.489	5.446
07-Mar-2000	6.384	5.41	5.275
14-Mar-2000	6.299	5.342	5.306
21-Mar-2000	6.142	5.228	5.177
28-Mar-2000	6.171	5.287	5.324
04-Apr-2000	5.859	5.195	5.231
11-Apr-2000	5.882	5.12	5.171
18-Apr-2000	6.068	5.235	5.265
25-Apr-2000	6.122	5.309	5.337
02-May-2000	6.317	5.328	5.232
09-May-2000	6.525	5.396	5.297
16-May-2000	6.416	5.398	5.306
23-May-2000	6.446	5.343	5.437
30-May-2000	6.372	5.203	5.242
06-Jun-2000	6.127	5.097	5.106
13-Jun-2000	6.105	5.168	5.093
20-Jun-2000	6.02	5.1	5.122
27-Jun-2000	6.083	5.226	5.232
04-Jul-2000	5.985	5.26	5.167
11-Jul-2000	6.052	5.268	5.147
18-Jul-2000	6.15	5.3	5.237
25-Jul-2000	6.025	5.198	5.138
01-Aug-2000	5.991	5.182	5.192
08-Aug-2000	5.918	5.188	5.207
15-Aug-2000	5.939	5.16	5.278
22-Aug-2000	5.913	5.243	5.315
29-Aug-2000	5.955	5.261	5.317
05-Sep-2000	5.68	5.206	5.271
12-Sep-2000	5.767	5.276	5.394
19-Sep-2000	5.852	5.327	5.35
26-Sep-2000	5.801	5.252	5.326
03-Oct-2000	5.865	5.229	5.197
10-Oct-2000	5.801	5.225	5.12
17-Oct-2000	5.663	5.213	5.109
24-Oct-2000	5.625	5.198	5.135
31-Oct-2000	5.755	5.23	5.155
07-Nov-2000	5.857	5.234	5.164
14-Nov-2000	5.743	5.183	5.111
21-Nov-2000	5.659	5.173	5.06
28-Nov-2000	5.587	5.072	4.885
05-Dec-2000	5.429	4.935	4.851
12-Dec-2000	5.342	4.979	4.939
19-Dec-2000	5.187	4.877	4.93
26-Dec-2000	5.025	4.865	4.927
02-Jan-2001	4.921	4.739	4.783
09-Jan-2001	4.977	4.749	4.859
16-Jan-2001	5.235	4.851	4.943
23-Jan-2001	5.282	4.844	4.962
30-Jan-2001	5.222	4.819	4.896
06-Feb-2001	5.209	4.777	4.84
13-Feb-2001	5.192	4.756	4.844
20-Feb-2001	5.223	4.814	4.937
27-Feb-2001	5.088	4.757	4.898
06-Mar-2001	4.984	4.756	4.859
13-Mar-2001	4.947	4.733	4.838
20-Mar-2001	4.79	4.697	4.683
27-Mar-2001	4.987	4.669	4.765
03-Apr-2001	4.945	4.713	4.761
10-Apr-2001	5.082	4.765	4.783
17-Apr-2001	5.208	4.883	4.972
24-Apr-2001	5.208	4.961	5.01
01-May-2001	5.296	5.036	5.084
08-May-2001	5.229	4.948	4.982
15-May-2001	5.496	5.098	5.097
22-May-2001	5.398	5.11	5.125
29-May-2001	5.519	5.132	5.205
05-Jun-2001	5.27	5.016	5.082
12-Jun-2001	5.25	5.084	5.219
19-Jun-2001	5.239	5.015	5.167
26-Jun-2001	5.214	4.98	5.155
03-Jul-2001	5.389	5.129	5.346
10-Jul-2001	5.293	5.095	5.21
17-Jul-2001	5.192	5.035	5.166
24-Jul-2001	5.098	4.952	5.091
31-Jul-2001	5.039	4.882	5.03
07-Aug-2001	5.172	4.901	4.99
14-Aug-2001	5.05	4.828	4.889
21-Aug-2001	4.97	4.816	4.864
28-Aug-2001	4.922	4.807	4.827
04-Sep-2001	4.983	4.881	5.01
11-Sep-2001	4.839	4.802	4.873
18-Sep-2001	4.734	4.816	4.884
25-Sep-2001	4.708	4.843	4.946
02-Oct-2001	4.51	4.712	4.865
09-Oct-2001	4.595	4.701	4.808
16-Oct-2001	4.575	4.648	4.79
23-Oct-2001	4.637	4.614	4.8
30-Oct-2001	4.419	4.402	4.559
06-Nov-2001	4.272	4.32	4.432
13-Nov-2001	4.378	4.407	4.499
20-Nov-2001	4.859	4.542	4.66
27-Nov-2001	4.945	4.709	4.779
04-Dec-2001	4.656	4.498	4.618
11-Dec-2001	5.076	4.78	4.906
18-Dec-2001	5.128	4.833	4.862
25-Dec-2001	5.137	4.863	4.849
01-Jan-2002	5.04	4.938	5.06
08-Jan-2002	5.069	4.839	4.914
15-Jan-2002	4.836	4.763	4.856
22-Jan-2002	4.906	4.843	4.862
29-Jan-2002	4.981	4.959	4.992
05-Feb-2002	4.888	4.809	4.795
12-Feb-2002	5.012	4.975	5.032
19-Feb-2002	4.938	4.934	4.944
26-Feb-2002	4.979	4.967	4.995
05-Mar-2002	5.014	5.087	5.123
12-Mar-2002	5.317	5.159	5.193
19-Mar-2002	5.33	5.201	5.247
26-Mar-2002	5.343	5.238	5.302
02-Apr-2002	5.354	5.253	5.299
09-Apr-2002	5.214	5.175	5.228
16-Apr-2002	5.181	5.184	5.233
23-Apr-2002	5.173	5.188	5.27
30-Apr-2002	5.099	5.122	5.191
07-May-2002	5.074	5.103	5.161
14-May-2002	5.294	5.251	5.308
21-May-2002	5.151	5.174	5.256
28-May-2002	5.135	5.163	5.259
04-Jun-2002	5.011	5.126	5.258
11-Jun-2002	4.99	5.127	5.217
18-Jun-2002	4.846	4.981	4.996
25-Jun-2002	4.842	4.975	5.034
02-Jul-2002	4.74	4.921	4.998
09-Jul-2002	4.744	4.995	5.098
16-Jul-2002	4.703	4.846	4.904
23-Jul-2002	4.43	4.794	4.895
30-Jul-2002	4.581	4.775	4.891
06-Aug-2002	4.369	4.607	4.71
13-Aug-2002	4.087	4.496	4.602
20-Aug-2002	4.13	4.561	4.639
27-Aug-2002	4.25	4.654	4.697
03-Sep-2002	3.978	4.432	4.471
10-Sep-2002	3.985	4.467	4.516
17-Sep-2002	3.864	4.361	4.457
24-Sep-2002	3.645	4.281	4.373
01-Oct-2002	3.699	4.297	4.394
08-Oct-2002	3.639	4.295	4.415
15-Oct-2002	3.997	4.563	4.657
22-Oct-2002	4.251	4.639	4.737
29-Oct-2002	3.931	4.496	4.577
05-Nov-2002	4.08	4.606	4.675
12-Nov-2002	3.831	4.394	4.48
19-Nov-2002	3.967	4.435	4.537
26-Nov-2002	4.075	4.479	4.603
03-Dec-2002	4.231	4.473	4.681
10-Dec-2002	4.048	4.374	4.565
17-Dec-2002	4.113	4.324	4.538
24-Dec-2002	3.928	4.276	4.469
31-Dec-2002	3.828	4.195	4.388
07-Jan-2003	4.024	4.279	4.465
14-Jan-2003	4.086	4.248	4.458
21-Jan-2003	3.989	4.108	4.331
28-Jan-2003	3.977	4.031	4.239
04-Feb-2003	3.93	4.012	4.227
11-Feb-2003	3.958	4.012	4.201
18-Feb-2003	3.93	3.992	4.206
25-Feb-2003	3.799	3.877	4.145
04-Mar-2003	3.65	3.886	4.101
11-Mar-2003	3.59	3.81	4.018
18-Mar-2003	3.9	4.118	4.371
25-Mar-2003	3.961	4.198	4.459
01-Apr-2003	3.832	4.042	4.309
08-Apr-2003	3.939	4.218	4.469
15-Apr-2003	3.972	4.207	4.458
22-Apr-2003	3.987	4.114	4.385
29-Apr-2003	3.932	4.142	4.372
06-May-2003	3.808	4.076	4.346
13-May-2003	3.607	3.897	4.198
20-May-2003	3.362	3.743	4.061
27-May-2003	3.389	3.667	4.002
03-Jun-2003	3.342	3.646	4.006
10-Jun-2003	3.192	3.566	3.933
17-Jun-2003	3.261	3.545	3.934
24-Jun-2003	3.264	3.68	4.068
01-Jul-2003	3.551	3.796	4.146
08-Jul-2003	3.732	3.915	4.256
15-Jul-2003	3.913	3.945	4.248
22-Jul-2003	4.15	4.021	4.354
29-Jul-2003	4.4	4.024	4.373
05-Aug-2003	4.44	4.157	4.503
12-Aug-2003	4.285	4.072	4.424
19-Aug-2003	4.294	4.159	4.541
26-Aug-2003	4.411	4.173	4.597
02-Sep-2003	4.603	4.327	4.725
09-Sep-2003	4.367	4.302	4.678
16-Sep-2003	4.294	4.193	4.613
23-Sep-2003	4.214	4.093	4.584
30-Sep-2003	3.938	3.986	4.507
07-Oct-2003	4.244	4.201	4.723
14-Oct-2003	4.348	4.284	4.847
21-Oct-2003	4.363	4.264	4.868
28-Oct-2003	4.188	4.292	5.014
04-Nov-2003	4.306	4.339	5.064
11-Nov-2003	4.461	4.449	5.082
18-Nov-2003	4.146	4.289	4.946
25-Nov-2003	4.166	4.389	5.093
02-Dec-2003	4.379	4.442	5.083
09-Dec-2003	4.354	4.351	4.96
16-Dec-2003	4.235	4.27	4.769
23-Dec-2003	4.272	4.206	4.767
30-Dec-2003	4.281	4.255	4.824
06-Jan-2004	4.281	4.257	4.855
13-Jan-2004	4.031	4.139	4.667
20-Jan-2004	4.058	4.128	4.721
27-Jan-2004	4.088	4.14	4.799
03-Feb-2004	4.104	4.205	4.89
10-Feb-2004	4.103	4.132	4.788
17-Feb-2004	4.028	4.078	4.75
24-Feb-2004	4.011	4.077	4.786
02-Mar-2004	4.046	4.063	4.777
09-Mar-2004	3.72	3.905	4.63
16-Mar-2004	3.685	3.93	4.663
23-Mar-2004	3.713	3.88	4.66
30-Mar-2004	3.904	3.938	4.774
06-Apr-2004	4.173	4.08	4.903
13-Apr-2004	4.342	4.142	4.963
20-Apr-2004	4.415	4.151	4.966
27-Apr-2004	4.406	4.182	4.983
04-May-2004	4.544	4.154	4.946
11-May-2004	4.768	4.284	5.073
18-May-2004	4.738	4.296	5.089
25-May-2004	4.704	4.32	5.149
01-Jun-2004	4.702	4.329	5.189
08-Jun-2004	4.768	4.321	5.176
15-Jun-2004	4.686	4.315	5.151
22-Jun-2004	4.704	4.321	5.178
29-Jun-2004	4.694	4.328	5.159
06-Jul-2004	4.478	4.254	5.051
13-Jul-2004	4.48	4.264	5.097
20-Jul-2004	4.446	4.212	5.033
27-Jul-2004	4.594	4.278	5.158
03-Aug-2004	4.422	4.188	5.084
10-Aug-2004	4.284	4.057	4.933
17-Aug-2004	4.2	4.068	4.96
24-Aug-2004	4.278	4.11	5.001
31-Aug-2004	4.124	4.019	4.914
07-Sep-2004	4.243	4.14	4.977
14-Sep-2004	4.132	4.055	4.906
21-Sep-2004	4.035	4.008	4.882
28-Sep-2004	4.01	3.939	4.804
05-Oct-2004	4.172	3.992	4.837
12-Oct-2004	4.102	3.912	4.74
19-Oct-2004	4.038	3.907	4.75
26-Oct-2004	3.988	3.82	4.683
02-Nov-2004	4.074	3.907	4.803
09-Nov-2004	4.217	3.867	4.752
16-Nov-2004	4.204	3.738	4.616
23-Nov-2004	4.188	3.741	4.618
30-Nov-2004	4.364	3.735	4.59
07-Dec-2004	4.228	3.677	4.568
14-Dec-2004	4.133	3.589	4.502
21-Dec-2004	4.172	3.622	4.485
28-Dec-2004	4.292	3.663	4.445
04-Jan-2005	4.284	3.649	4.526
11-Jan-2005	4.247	3.591	4.508
18-Jan-2005	4.197	3.533	4.543
25-Jan-2005	4.188	3.542	4.58
01-Feb-2005	4.138	3.535	4.585
08-Feb-2005	4.037	3.472	4.484
15-Feb-2005	4.104	3.503	4.566
22-Feb-2005	4.298	3.692	4.721
01-Mar-2005	4.375	3.73	4.775
08-Mar-2005	4.377	3.709	4.829
15-Mar-2005	4.544	3.702	4.779
22-Mar-2005	4.611	3.685	4.774
29-Mar-2005	4.593	3.696	4.778
05-Apr-2005	4.473	3.594	4.706
12-Apr-2005	4.364	3.538	4.682
19-Apr-2005	4.204	3.441	4.587
26-Apr-2005	4.267	3.444	4.57
03-May-2005	4.207	3.373	4.503
10-May-2005	4.221	3.356	4.501
17-May-2005	4.141	3.299	4.348
24-May-2005	4.066	3.252	4.323
31-May-2005	4.03	3.219	4.305
07-Jun-2005	3.909	3.159	4.236
14-Jun-2005	4.125	3.199	4.32
21-Jun-2005	4.05	3.214	4.342
28-Jun-2005	3.965	3.151	4.224
05-Jul-2005	4.109	3.206	4.255
12-Jul-2005	4.139	3.222	4.299
19-Jul-2005	4.189	3.288	4.321
26-Jul-2005	4.239	3.239	4.304
02-Aug-2005	4.334	3.326	4.376
09-Aug-2005	4.393	3.365	4.395
16-Aug-2005	4.251	3.236	4.294
23-Aug-2005	4.211	3.171	4.245
