Date	USGG10YR Index	GUKG10 Index	GDBR10 Index
8/16/00	5.838	5.2835	5.2047
8/15/00	5.802	5.2817	5.1989
8/14/00	5.771	5.2386	5.1558
8/11/00	5.79	5.1811	5.1353
8/10/00	5.763	5.2287	5.1474
8/9/00	5.916	5.2173	5.1713
8/8/00	5.92	5.2126	5.1933
8/7/00	5.956	5.2203	5.1661
8/4/00	5.901	5.2438	5.1874
8/3/00	5.952	5.2109	5.1877
8/2/00	5.976	5.2185	5.175
8/1/00	5.984	5.1943	5.1572
7/31/00	6.031	5.2221	5.2061
7/28/00	6.034	5.2233	5.1976
7/27/00	6	5.1349	5.1728
7/26/00	6.027	5.1257	5.1654
7/25/00	6.028	5.1431	5.2182
7/24/00	6.034	5.1551	5.2572
7/21/00	5.998	5.146	5.258
7/20/00	6.002	5.1937	5.2679
7/19/00	6.154	5.209	5.3143
7/18/00	6.141	5.2432	5.3288
7/17/00	6.148	5.2606	5.324
7/14/00	6.096	5.2467	5.3022
7/13/00	6.005	5.1585	5.255
7/12/00	6.08	5.1456	5.275
7/11/00	6.048	5.1521	5.2444
7/10/00	6.035	5.1771	5.2826
7/7/00	6.001	5.117	5.2581
7/6/00	6.048	5.1906	5.3088
7/5/00	5.984	5.1267	5.2325
7/4/00		5.1732	5.269
7/3/00	5.989	5.2054	5.2671
6/30/00	6.031	5.1714	5.2212
6/29/00	6.027	5.1669	5.1999
6/28/00	6.1	5.2228	5.2486
6/27/00	6.085	5.2378	5.2443
6/26/00	6.102	5.2335	5.2362
6/23/00	6.185	5.266	5.2567
6/22/00	6.104	5.22	5.2301
6/21/00	6.113	5.2329	5.2017
6/20/00	6.02	5.1272	5.1119
6/19/00	5.999	5.0781	5.1106
6/16/00	5.971	5.0564	5.0895
6/15/00	6.05	5.1643	5.1614
6/14/00	6.041	5.1279	5.1513
6/13/00	6.116	5.0978	5.1192
6/12/00	6.071	5.1077	
6/9/00	6.126	5.1182	5.1474
6/8/00	6.124	5.1617	5.1848
6/7/00	6.141	5.1134	5.1262
6/6/00	6.122	5.111	5.1379
6/5/00	6.122	5.0695	5.0951
6/2/00	6.152	5.0391	5.089
6/1/00	6.191	5.1292	
5/31/00	6.272	5.1751	5.1912
5/30/00	6.376	5.2471	5.2409
5/29/00			5.2389
5/26/00	6.331	5.2257	5.2019
5/25/00	6.394	5.3122	5.2593
5/24/00	6.47	5.3958	5.313
5/23/00	6.435	5.4416	5.3417
5/22/00	6.439	5.4138	5.3333
5/19/00	6.494	5.4965	5.4163
5/18/00	6.54	5.4768	5.4216
5/17/00	6.496	5.4227	5.4141
5/16/00	6.424	5.3117	5.3477
5/15/00	6.446	5.3479	5.3752
5/12/00	6.512	5.4069	5.3937
5/11/00	6.409	5.4103	5.4193
5/10/00	6.42	5.2993	5.3366
5/9/00	6.529	5.3026	5.3551
5/8/00	6.56	5.35	5.3882
5/5/00	6.505	5.3963	5.4213
5/4/00	6.427	5.3543	5.4305
5/3/00	6.401	5.2449	5.3906
5/2/00	6.299	5.2385	5.3427
5/1/00	6.278		
4/28/00	6.212	5.2097	5.2982
4/27/00	6.223	5.2655	5.3005
4/26/00	6.13	5.2994	5.2826
4/25/00	6.128	5.3406	5.3345
4/24/00	6.017		
4/20/00	5.994	5.2929	5.2943
4/19/00	5.992	5.2852	5.2803
4/18/00	6.059	5.2719	5.2526
4/17/00	6.038	5.2839	5.2247
4/14/00	5.85	5.2592	5.2369
4/13/00	5.906	5.2404	5.1976
4/12/00	5.935	5.198	5.1855
4/11/00	5.882	5.175	5.1617
4/10/00	5.771	5.2045	5.1629
4/7/00	5.853	5.1693	5.1844
4/6/00	5.934	5.2298	5.2018
4/5/00	5.872	5.151	5.1325
4/4/00	5.895	5.2333	5.1818
4/3/00	5.965	5.1989	5.1937
3/31/00	6.004	5.2386	5.2158
3/30/00	6.055	5.2557	5.2572
3/29/00	6.147	5.3279	5.3081
3/28/00	6.151	5.3288	5.2782
3/27/00	6.185	5.37	5.3159
3/24/00	6.191	5.2368	5.2477
3/23/00	6.078	5.2115	5.1987
3/22/00	6.112	5.2683	5.2572
3/21/00	6.135	5.1816	5.2206
3/20/00	6.183	5.1608	5.2421
3/17/00	6.194	5.1224	5.2409
3/16/00	6.245	5.171	5.2722
3/15/00	6.291	5.2887	5.333
3/14/00	6.292	5.3087	5.3594
3/13/00	6.37	5.2812	5.3245
3/10/00	6.383	5.2917	5.3698
3/9/00	6.343	5.2493	5.3445
3/8/00	6.379	5.2939	5.4529
3/7/00	6.373	5.2839	5.432
3/6/00	6.411	5.3124	5.4543
3/3/00	6.388	5.369	5.4606
3/2/00	6.384	5.4456	5.5271
3/1/00	6.386	5.4221	5.4858
2/29/00	6.409	5.4502	5.5
2/28/00	6.422	5.363	5.4878
2/25/00	6.326	5.343	5.4502
2/24/00	6.365	5.3507	5.3983
2/23/00	6.422	5.4505	5.4428
2/22/00	6.361	5.4311	5.4147
2/21/00		5.5258	5.5144
2/18/00	6.489	5.6067	5.5708
2/17/00	6.567	5.6542	5.5945
2/16/00	6.545	5.696	5.5941
2/15/00	6.552	5.592	5.562
2/14/00	6.554	5.578	5.538
2/11/00	6.604	5.648	5.599
2/10/00	6.671	5.6918	5.5948
2/9/00	6.66	5.6527	5.5165
2/8/00	6.613	5.6156	5.4822
2/7/00	6.639	5.6579	5.53
2/4/00	6.549	5.6425	5.4944
2/3/00	6.489	5.5517	5.4426
2/2/00	6.573	5.6082	5.4701
2/1/00	6.619	5.5906	5.4592
1/31/00	6.665	5.7383	5.5407
1/28/00	6.658	5.8399	5.6297
1/27/00	6.692	5.8146	5.6278
1/26/00	6.664	5.7048	5.5261
1/25/00	6.692	5.706	5.5152
1/24/00	6.685	5.7737	5.5696
1/21/00	6.765	5.7995	5.5838
1/20/00	6.788	5.8436	5.5814
1/19/00	6.732	5.8013	5.6006
1/18/00	6.748	5.8668	5.6441
1/17/00		5.7697	5.5594
1/14/00	6.679	5.7096	5.5518
1/13/00	6.63	5.6634	5.5145
1/12/00	6.703	5.7574	5.5494
1/11/00	6.657	5.7153	5.5406
1/10/00	6.552	5.6302	5.4147
1/7/00	6.515	5.7066	5.4434
1/6/00	6.524	5.7629	5.5448
1/5/00	6.594	5.7535	5.5156
1/4/00	6.497	5.6623	5.492
1/3/00	6.592		5.4779
12/31/99	6.442		5.3576
12/30/99	6.366	5.4816	5.355
12/29/99	6.384	5.4148	5.309
12/28/99	6.413		5.2969
12/27/99	6.401		5.2487
12/24/99		5.4091	
12/23/99	6.415	5.4047	5.2428
12/22/99	6.372	5.4154	5.2634
12/21/99	6.376	5.3275	5.2299
12/20/99	6.354	5.3179	5.2645
12/17/99	6.283	5.3075	5.2417
12/16/99	6.305	5.3074	5.199
12/15/99	6.236	5.1398	5.0416
12/14/99	6.216	5.1731	5.0876
12/13/99	6.1	5.1244	5.0209
12/10/99	6.072	5.1012	4.9727
12/9/99	6.126	5.1997	5.0367
12/8/99	6.135	5.2681	5.0694
12/7/99	6.1	5.2477	5.0277
12/6/99	6.139	5.3331	5.0505
12/3/99	6.161	5.3946	5.1365
12/2/99	6.233	5.32	5.1898
12/1/99	6.2	5.2328	5.0984
11/30/99	6.191	5.2267	5.1249
11/29/99	6.207	5.2745	5.2292
11/26/99	6.117	5.3004	5.2122
11/25/99		5.2977	5.1586
11/24/99	6.078	5.2488	5.1691
11/23/99	6.078	5.1774	5.1004
11/22/99	6.085	5.193	5.0928
11/19/99	6.057	5.1496	5.0745
11/18/99	6.052	5.1275	5.0339
11/17/99	6.033	5.0641	4.9776
11/16/99	5.958	4.9822	4.8586
11/15/99	5.92	5.0502	4.9199
11/12/99	5.928	5.0268	4.8798
11/11/99		5.1496	4.9848
11/10/99	5.977	5.1572	4.9995
11/9/99	5.956	5.1411	4.9659
11/8/99	5.937	5.1102	4.9342
11/5/99	5.926	5.1023	4.9818
11/4/99	5.958	5.1336	5.035
11/3/99	5.994	5.303	5.124
11/2/99	6.018	5.2901	5.0778
11/1/99	6.048	5.3767	5.1193
10/29/99	6.024	5.4061	5.1567
10/28/99	6.121	5.5173	5.2282
10/27/99	6.201	5.6501	5.329
10/26/99	6.238	5.7748	5.4271
10/25/99	6.205	5.8381	5.4692
10/22/99	6.194	5.743	5.4002
10/21/99	6.19	5.7168	5.4038
10/20/99	6.173	5.7757	5.4677
10/19/99	6.179	5.7418	5.3895
10/18/99	6.144	5.7768	5.4023
10/15/99	6.067	5.8032	5.4035
10/14/99	6.17	5.8754	5.456
10/13/99	6.108	5.725	5.3354
10/12/99	6.048	5.751	5.3297
10/11/99		5.6733	5.238
10/8/99	6.033	5.6783	5.2247
10/7/99	6.039	5.6569	5.1993
10/6/99	6.039	5.6843	5.1881
10/5/99	6.033	5.6904	5.167
10/4/99	5.931	5.6998	5.1795
10/1/99	5.974	5.7539	5.1849
9/30/99	5.877	5.6215	5.0801
9/29/99	5.957	5.6874	5.1261
9/28/99	5.906	5.6525	5.0763
9/27/99	5.82	5.6666	5.0787
9/24/99	5.773	5.5707	5.002
9/23/99	5.791	5.6401	5.0604
9/22/99	5.908	5.6472	5.1023
9/21/99	5.925	5.5983	5.0922
9/20/99	5.906	5.5589	5.0852
9/17/99	5.871	5.5024	5.0548
9/16/99	5.898	5.5741	5.1075
9/15/99	5.919	5.6344	5.1872
9/14/99	5.959	5.5905	5.1377
9/13/99	5.898	5.5893	5.1126
9/10/99	5.898	5.5513	5.0418
9/9/99	5.964	5.492	5.0495
9/8/99	5.926	5.4957	5.0125
9/7/99	5.938	5.4161	5.0512
9/6/99		5.2977	4.9294
9/3/99	5.888	5.2988	4.9386
9/2/99	6.008	5.3955	5.0189
9/1/99	5.976	5.2543	4.9232
8/31/99	5.97	5.1833	4.8913
8/30/99	5.955		4.8767
8/27/99	5.864	5.1489	4.7964
8/26/99	5.768	5.0991	4.7598
8/25/99	5.719	5.0748	4.7346
8/24/99	5.816	5.1723	4.804
8/23/99	5.889	5.1722	4.7903
8/20/99	5.876	5.1851	4.8148
8/19/99	5.895	5.1555	4.8222
8/18/99	5.875	5.2098	4.842
8/17/99	5.881	5.3007	4.8584
8/16/99	5.964	5.3048	4.8996
8/13/99	5.979	5.3082	4.8776
8/12/99	6.082	5.313	4.8992
8/11/99	6.092	5.3547	4.9797
8/10/99	6.149	5.3814	4.9905
8/9/99	6.129	5.3955	5.0372
8/6/99	6.038	5.444	5.0405
8/5/99	5.86	5.2905	4.9761
8/4/99	5.938	5.2518	4.8954
8/3/99	5.957	5.3117	4.8914
8/2/99	5.916	5.2802	4.8768
7/30/99	5.903	5.3386	4.8112
7/29/99	5.872	5.3404	4.7629
7/28/99	5.795	5.24	4.6759
7/27/99	5.807	5.2176	4.6851
7/26/99	5.842	5.2261	4.6792
7/23/99	5.835	5.2175	4.6658
7/22/99	5.779	5.1543	4.6421
7/21/99	5.656	5.1753	4.6214
7/20/99	5.633	5.2257	4.6976
7/19/99	5.662	5.2045	4.7701
7/16/99	5.667	5.2037	4.7552
7/15/99	5.724	5.2423	4.7983
7/14/99	5.732	5.1634	4.6772
7/13/99	5.705	5.163	4.6353
7/12/99	5.726	5.2019	4.7066
7/9/99	5.826	5.2718	4.7253
7/8/99	5.826	5.289	4.756
7/7/99	5.892	5.226	4.753
7/6/99	5.868	5.193	4.681
7/5/99		5.125	4.609
7/2/99	5.828	5.078	4.588
7/1/99	5.84	5.145	4.566
6/30/99	5.78	5.064	4.511
6/29/99	5.926	5.11	4.513
6/28/99	5.943	5.135	4.54
6/25/99	6.014	5.159	4.532
6/24/99	6.029	5.271	4.58
6/23/99	6.029	5.129	4.46
6/22/99	5.923	5.097	4.38
6/21/99	5.885	5.014	4.311
6/18/99	5.827	4.913	4.228
6/17/99	5.788	4.91	4.225
6/16/99	5.925	4.967	4.261
6/15/99	5.977	4.979	4.288
6/14/99	5.966	5.073	4.318
6/11/99	6.033	5.093	4.341
6/10/99	5.931	5.11	4.367
6/9/99	5.888	4.992	4.257
6/8/99	5.824	4.963	4.235
6/7/99	5.792	4.93	4.231
6/4/99	5.807	4.967	4.276
6/3/99	5.803	4.949	
6/2/99	5.781	4.966	4.253
6/1/99	5.758	4.963	4.218
5/31/99			4.116
5/28/99	5.62	4.871	4.103
5/27/99	5.626	4.835	4.088
5/26/99	5.551	4.767	4.034
5/25/99	5.473	4.751	4.033
5/24/99	5.479	4.758	
5/21/99	5.504	4.792	4.052
5/20/99	5.591	4.806	4.087
5/19/99	5.595	4.861	4.119
5/18/99	5.661	4.843	4.112
5/17/99	5.636	4.825	4.147
5/14/99	5.628	4.814	4.151
5/13/99	5.412	4.655	
5/12/99	5.57	4.715	4.059
5/11/99	5.578	4.769	4.057
5/10/99	5.534	4.776	4.043
5/7/99	5.542	4.789	3.999
5/6/99	5.511	4.778	4.014
5/5/99	5.394	4.728	3.96
5/4/99	5.405	4.723	3.942
5/3/99	5.359		3.891
4/30/99	5.348	4.605	3.868
4/29/99	5.216	4.551	3.838
4/28/99	5.263	4.613	3.874
4/27/99	5.205	4.578	3.854
4/26/99	5.222	4.579	3.884
4/23/99	5.252	4.53	3.853
4/22/99	5.247	4.528	3.852
4/21/99	5.181	4.477	3.838
4/20/99	5.136	4.46	3.837
4/19/99	5.149	4.512	3.877
4/16/99	5.221	4.524	3.871
4/15/99	5.169	4.513	3.866
4/14/99	5.127	4.423	3.824
4/13/99	5.103	4.425	3.836
4/12/99	5.051	4.391	3.802
4/9/99	5.053	4.386	3.843
4/8/99	5.036	4.436	3.909
4/7/99	5.122	4.422	3.901
4/6/99	5.124	4.417	3.922
4/5/99	5.19		
4/1/99	5.279	4.531	4.003
3/31/99	5.242	4.487	4.001
3/30/99	5.191	4.524	4.038
3/29/99	5.259	4.555	4.045
3/26/99	5.199	4.559	4.045
3/25/99	5.214	4.503	3.977
3/24/99	5.156	4.529	3.995
3/23/99	5.156	4.507	4
3/22/99	5.199	4.48	3.972
3/19/99	5.184	4.458	3.925
3/18/99	5.103	4.434	3.918
3/17/99	5.122	4.434	3.942
3/16/99	5.107	4.487	3.982
3/15/99	5.147	4.556	4.019
3/12/99	5.147	4.556	4.028
3/11/99	5.2	4.57	4.065
3/10/99	5.191	4.614	4.083
3/9/99	5.172	4.668	4.107
3/8/99	5.263	4.597	4.061
3/5/99	5.314	4.58	4.012
3/4/99	5.419	4.71	4.176
3/3/99	5.384	4.7	4.131
3/2/99	5.32	4.605	4.08
3/1/99	5.39	4.624	4.097
2/26/99	5.287	4.53	4.011
2/25/99	5.349	4.511	3.953
2/24/99	5.175	4.354	3.877
2/23/99	5.11	4.322	3.86
2/22/99	5.014	4.348	3.883
2/19/99	5.074	4.391	3.9
2/18/99	5.053	4.413	3.923
2/17/99	4.97	4.416	3.897
2/16/99	5.013	4.417	3.914
2/15/99		4.447	3.912
2/12/99	5.053	4.412	3.839
2/11/99	4.92	4.282	3.778
2/10/99	4.93	4.281	3.794
2/9/99	4.881	4.276	3.793
2/8/99	4.92	4.32	3.838
2/5/99	4.941	4.241	3.781
2/4/99	4.877	4.265	3.809
2/3/99	4.826	4.185	3.727
2/2/99	4.798	4.143	3.689
2/1/99	4.753	4.135	3.673
1/29/99	4.651	4.098	3.632
1/28/99	4.659	4.126	3.641
1/27/99	4.673	4.109	3.64
1/26/99	4.693	4.097	3.64
1/25/99	4.661	4.121	3.639
1/22/99	4.623	4.143	3.638
1/21/99	4.679	4.202	3.662
1/20/99	4.747	4.269	3.69
1/19/99	4.713	4.299	3.661
1/18/99		4.296	3.672
1/15/99	4.685	4.284	3.694
1/14/99	4.61	4.254	3.678
1/13/99	4.705	4.28	3.707
1/12/99	4.816	4.362	3.773
1/11/99	4.925	4.302	3.788
1/8/99	4.87	4.255	3.727
1/7/99	4.771	4.279	3.745
1/6/99	4.707	4.32	3.717
1/5/99	4.743	4.344	3.794
1/4/99	4.675	4.305	3.786
12/31/98	4.648	4.361	
12/30/98	4.642	4.362	3.871
12/29/98	4.678	4.41	3.891
12/28/98	4.753		3.927
12/24/98	4.85	4.437	
12/23/98	4.797	4.419	3.908
12/22/98	4.7	4.511	3.935
12/21/98	4.638	4.47	3.866
12/18/98	4.562	4.434	3.832
12/17/98	4.577	4.456	3.867
12/16/98	4.54	4.48	3.877
12/15/98	4.621	4.465	3.848
12/14/98	4.572	4.459	3.823
12/11/98	4.615	4.455	3.781
12/10/98	4.523	4.458	3.794
12/9/98	4.568	4.495	3.825
12/8/98	4.593	4.58	3.894
12/7/98	4.664	4.629	3.915
12/4/98	4.627	4.62	3.923
12/3/98	4.539	4.617	3.945
12/2/98	4.59	4.625	3.932
12/1/98	4.649	4.651	3.96
11/30/98	4.714	4.685	3.998
11/27/98	4.808	4.757	4.035
11/26/98		4.735	4.054
11/25/98	4.832	4.816	4.067
11/24/98	4.832	4.854	4.055
11/23/98	4.854	4.855	4.044
11/20/98	4.814	4.845	4.058
11/19/98	4.848	4.795	4.077
11/18/98	4.844	4.807	4.097
11/17/98	4.872	4.895	4.181
11/16/98	4.864	4.93	4.215
11/13/98	4.81	4.949	4.203
11/12/98	4.78	4.986	4.206
11/11/98		5.051	4.218
11/10/98	4.826	4.986	4.211
11/9/98	4.86	5.059	4.232
11/6/98	4.94	5.12	4.244
11/5/98	4.848	5.058	4.176
11/4/98	4.885	5.057	4.17
11/3/98	4.736	4.979	4.15
11/2/98	4.764	5.102	4.195
10/30/98	4.605	5.06	4.133
10/29/98	4.499	5.026	4.13
10/28/98	4.557	5.095	4.14
10/27/98	4.604	5.051	4.121
10/26/98	4.671	5.127	4.178
10/23/98	4.703	5.206	4.138
10/22/98	4.615	5.119	4.095
10/21/98	4.571	5.069	4.081
10/20/98	4.575	5.06	4.115
10/19/98	4.471	4.996	4.064
10/16/98	4.444	5.058	4.075
10/15/98	4.399	5.053	4.072
10/14/98	4.609	5.074	4.127
10/13/98	4.722	5.157	4.14
10/12/98		5.257	4.235
10/9/98	4.784	5.175	4.226
10/8/98	4.56	4.844	4.025
10/7/98	4.401	4.726	3.842
10/6/98	4.197	4.681	3.8
10/5/98	4.162	4.564	3.769
10/2/98	4.28	4.627	3.8
10/1/98	4.298	4.728	3.795
9/30/98	4.42	4.898	3.898
9/29/98	4.566	4.979	3.947
9/28/98	4.589	4.956	3.967
9/25/98	4.56	5.03	3.971
9/24/98	4.63	5.066	3.951
9/23/98	4.668	5.06	3.968
9/22/98	4.709	4.987	3.933
9/21/98	4.674	4.947	3.888
9/18/98	4.695	5.018	3.963
9/17/98	4.776	5.027	3.953
9/16/98	4.871	5.139	4.014
9/15/98	4.887	5.14	3.998
9/14/98	4.857	5.212	4.026
9/11/98	4.83	5.178	3.992
9/10/98	4.781	5.15	4.035
9/9/98	4.921	5.29	4.143
9/8/98	5.061	5.363	4.258
9/7/98		5.319	4.246
9/4/98	5.013	5.344	4.241
9/3/98	5.028	5.366	4.249
9/2/98	5.068	5.422	4.285
9/1/98	5.062	5.416	4.291
8/31/98	4.976		4.233
8/28/98	5.062	5.334	4.196
8/27/98	5.073	5.37	4.196
8/26/98	5.198	5.496	4.286
8/25/98	5.232	5.472	4.167
8/24/98	5.288	5.497	4.272
8/21/98	5.288	5.487	4.248
8/20/98	5.376	5.552	4.344
8/19/98	5.407	5.629	4.433
8/18/98	5.407	5.589	4.43
8/17/98	5.388	5.573	4.424
8/14/98	5.389	5.589	4.474
8/13/98	5.438	5.631	4.491
8/12/98	5.381	5.558	4.48
8/11/98	5.378	5.571	4.465
8/10/98	5.405	5.604	4.532
8/7/98	5.399	5.64	4.562
8/6/98	5.441	5.674	4.593
8/5/98	5.441	5.715	4.597
8/4/98	5.41	5.683	4.596
8/3/98	5.449	5.695	4.612
7/31/98	5.494	5.769	4.631
7/30/98	5.499	5.808	4.633
7/29/98	5.522	5.779	4.635
7/28/98	5.491	5.829	4.647
7/27/98	5.47	5.933	4.655
7/24/98	5.458	5.946	4.664
7/23/98	5.433	5.905	4.67
7/22/98	5.456	5.909	4.664
7/21/98	5.433	5.86	4.662
7/20/98	5.47	5.84	4.677
7/17/98	5.507	5.845	4.685
7/16/98	5.497	5.853	4.679
7/15/98	5.479	5.87	4.68
7/14/98	5.485	5.8	4.699
7/13/98	5.47	5.825	4.703
7/10/98	5.411	5.789	4.664
7/9/98	5.403	5.769	4.674
7/8/98	5.43	5.868	4.691
7/7/98	5.417	5.839	4.716
7/6/98	5.389	5.795	4.705
7/3/98		5.844	4.738
7/2/98	5.409	5.833	4.739
7/1/98	5.432	5.837	4.77
6/30/98	5.446	5.858	4.779
6/29/98	5.459	5.875	4.763
6/26/98	5.448	5.863	4.759
6/25/98	5.465	5.843	4.765
6/24/98	5.465	5.815	4.748
6/23/98	5.451	5.848	4.76
6/22/98	5.467	5.869	4.773
6/19/98	5.461	5.931	4.82
6/18/98	5.5	5.87	4.804
6/17/98	5.544	5.866	4.824
6/16/98	5.443	5.748	4.781
6/15/98	5.349	5.616	4.753
6/12/98	5.427	5.62	4.772
6/11/98	5.443	5.613	
6/10/98	5.509	5.682	4.815
6/9/98	5.585	5.767	4.869
6/8/98	5.569	5.759	4.849
6/5/98	5.575	5.764	4.854
6/4/98	5.587	5.769	4.867
6/3/98	5.548	5.696	4.862
6/2/98	5.55	5.677	4.851
6/1/98	5.528	5.661	
5/29/98	5.552	5.701	4.865
5/28/98	5.569	5.771	4.901
5/27/98	5.577	5.784	4.891
5/26/98	5.569	5.76	4.888
5/25/98			4.922
5/22/98	5.635	5.821	4.929
5/21/98	5.65	5.846	
5/20/98	5.61	5.887	4.941
5/19/98	5.652	5.924	4.983
5/18/98	5.644	5.949	4.997
5/15/98	5.683	5.97	5.011
5/14/98	5.683	5.925	4.993
5/13/98	5.667	5.901	5.01
5/12/98	5.71	5.897	5.039
5/11/98	5.767	5.873	4.991
5/8/98	5.706	5.861	4.984
5/7/98	5.678	5.886	5.009
5/6/98	5.648	5.83	4.99
5/5/98	5.712	5.822	4.986
5/4/98	5.659		4.957
5/1/98	5.656	5.75	
4/30/98	5.671	5.828	4.986
4/29/98	5.812	5.888	5.036
4/28/98	5.803	5.889	5.026
4/27/98	5.784	5.93	5.028
4/24/98	5.66	5.813	4.932
4/23/98	5.696	5.846	4.937
4/22/98	5.671	5.846	4.938
4/21/98	5.671	5.782	4.914
4/20/98	5.641	5.786	4.882
4/17/98	5.587	5.774	4.858
4/16/98	5.58	5.775	4.868
4/15/98	5.593	5.751	4.873
4/14/98	5.61	5.736	4.865
4/13/98	5.648		
4/9/98	5.58	5.748	4.853
4/8/98	5.574	5.753	4.857
4/7/98	5.53	5.774	4.863
4/6/98	5.507	5.766	4.843
4/3/98	5.48	5.766	4.839
4/2/98	5.543	5.815	4.9
4/1/98	5.587	5.908	4.936
3/31/98	5.654	5.88	4.915
3/30/98	5.706	5.945	4.926
3/27/98	5.683	5.933	4.891
3/26/98	5.689	5.909	4.864
3/25/98	5.641	5.906	4.861
3/24/98	5.57	5.906	4.858
3/23/98	5.57	5.918	4.882
3/20/98	5.564	5.906	4.865
3/19/98	5.576	5.98	4.902
3/18/98	5.572	5.923	4.863
3/17/98	5.557	5.956	4.876
3/16/98	5.539	5.908	4.867
3/13/98	5.58	5.961	4.884
3/12/98	5.559	5.929	4.861
3/11/98	5.63	5.986	4.905
3/10/98	5.653	5.974	4.911
3/9/98	5.655	5.974	4.938
3/6/98	5.714	6.039	4.998
3/5/98	5.775	6.064	5.02
3/4/98	5.72	6.126	5.053
3/3/98	5.775	6.097	4.975
3/2/98	5.697	6.037	4.932
2/27/98	5.622	6.09	4.956
2/26/98	5.655	6.034	4.93
2/25/98	5.614	6.026	4.952
2/24/98	5.664	6.038	4.959
2/23/98	5.578	5.99	4.946
2/20/98	5.543	5.962	4.96
2/19/98	5.51	5.947	4.951
2/18/98	5.486	5.951	4.938
2/17/98	5.438	5.919	4.922
2/16/98		5.919	4.979
2/13/98	5.484	5.94	4.988
2/12/98	5.514	5.948	4.981
2/11/98	5.571	5.973	5.011
2/10/98	5.628	6.013	5.074
2/9/98	5.644	6.094	5.106
2/6/98	5.617	6.095	5.095
2/5/98	5.634	6.116	5.107
2/4/98	5.551	6.112	5.1
2/3/98	5.555	6.063	5.059
2/2/98	5.574	6.072	5.071
1/30/98	5.505	6.036	5.057
1/29/98	5.566	6.069	5.072
1/28/98	5.691	6.122	5.111
1/27/98	5.687	6.089	5.095
1/26/98	5.625	6.086	5.091
1/23/98	5.687	6.058	5.119
1/22/98	5.567	6.038	5.106
1/21/98	5.538	6.067	5.117
1/20/98	5.577	6.071	5.065
1/19/98		6.083	5.061
1/16/98	5.532	6.071	5.066
1/15/98	5.458	6.06	5.069
1/14/98	5.452	6.032	5.049
1/13/98	5.435	5.993	5.035
1/12/98	5.364	5.965	5.049
1/9/98	5.413	6.005	5.087
1/8/98	5.471	6.034	5.129
1/7/98	5.529	6.094	5.192
1/6/98	5.467	6.095	5.208
1/5/98	5.506	6.131	5.211
1/2/98	5.647	6.274	5.34
12/31/97	5.742	6.291	
12/30/97	5.792	6.332	5.35
12/29/97	5.759	6.198	5.256
12/26/97	5.738		
12/24/97	5.744	6.194	
12/23/97	5.7	6.207	5.23
12/22/97	5.711	6.264	5.251
12/19/97	5.736	6.256	5.245
12/18/97	5.749	6.29	5.273
12/17/97	5.808	6.319	5.313
12/16/97	5.774	6.278	5.292
12/15/97	5.778	6.258	5.282
12/12/97	5.728	6.274	5.283
12/11/97	5.793	6.287	5.319
12/10/97	5.878	6.386	5.391
12/9/97	5.924	6.411	5.4
12/8/97	5.956	6.477	5.373
12/5/97	5.914	6.527	5.422
12/4/97	5.846	6.454	5.388
12/3/97	5.819	6.485	5.419
12/2/97	5.853	6.461	5.41
12/1/97	5.853	6.509	5.449
11/28/97	5.874	6.499	5.454
11/27/97		6.563	5.497
11/26/97	5.853	6.529	5.484
11/25/97	5.847	6.511	5.471
11/24/97	5.836	6.519	5.497
11/21/97	5.811	6.53	5.516
11/20/97	5.847	6.515	5.493
11/19/97	5.82	6.594	5.523
11/18/97	5.841	6.654	5.569
11/17/97	5.832	6.614	5.578
11/14/97	5.879	6.632	5.573
11/13/97	5.849	6.702	5.617
11/12/97	5.852	6.783	5.665
11/11/97		6.666	5.61
11/10/97	5.898	6.583	5.606
11/7/97	5.902	6.663	5.602
11/6/97	5.879	6.542	5.642
11/5/97	5.909	6.585	5.623
11/4/97	5.951	6.542	5.597
11/3/97	5.905	6.579	5.625
10/31/97	5.831	6.542	5.575
10/30/97	5.813	6.567	5.601
10/29/97	5.88	6.585	5.635
10/28/97	5.985	6.605	5.654
10/27/97	5.8	6.615	5.679
10/24/97	5.981	6.526	5.642
10/23/97	6.011	6.545	5.698
10/22/97	6.126	6.626	5.755
10/21/97	6.126	6.61	5.695
10/20/97	6.141	6.578	5.661
10/17/97	6.158	6.506	5.692
10/16/97	6.092	6.507	5.668
10/15/97	6.104	6.461	5.608
10/14/97	6.064	6.424	5.545
10/13/97		6.439	5.587
10/10/97	6.143	6.51	5.619
10/9/97	6.073	6.481	5.588
10/8/97	6.088	6.43	5.483
10/7/97	5.923	6.309	5.436
10/6/97	5.956	6.293	5.434
10/3/97	5.988	6.212	
10/2/97	5.997	6.319	5.458
10/1/97	6.035	6.333	5.471
9/30/97	6.103	6.448	5.52
9/29/97	6.096	6.449	5.545
9/26/97	6.081	6.416	5.534
9/25/97	6.126	6.626	5.527
9/24/97	6.037	6.608	5.514
9/23/97	6.094	6.637	5.541
9/22/97	6.058	6.624	5.536
9/19/97	6.092	6.673	5.546
9/18/97	6.114	6.627	5.525
9/17/97	6.101	6.716	5.57
9/16/97	6.103	6.697	5.576
9/15/97	6.276	6.854	5.636
9/12/97	6.283	6.894	5.649
9/11/97	6.391	6.949	5.673
9/10/97	6.365	6.97	5.645
9/9/97	6.332	6.966	5.651
